,0,1,2
17,《杀破狼》2020最新電影 | 葉問4主演甄子丹的武術武打片 | 高清完整版 | 1080國語中字,https://www.youtube.com/watch?v=j3BqBaalNcs,https://i.ytimg.com/vi/j3BqBaalNcs/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDG-3LAx6HznSbIOIrdBia7MESCWg
18,一口氣看完007系列(丹尼爾·克雷格)，無縫連接新作《生死交戰》！ #007无暇赴死 #007生死交戰,https://www.youtube.com/watch?v=jOBNgvxQTv4,https://i.ytimg.com/vi/jOBNgvxQTv4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgPIAcfSIT3MfDKxcq4_KKcIeLPA
19,《#最美的承諾》/ The Most Beautiful Commitment 退伍老兵34年踐行替犧牲戰友盡孝諾言（趙岩松 / 吳彥姝 / 張秘） |new movie 2021|最新電影2021,https://www.youtube.com/watch?v=wTXGpZn4-7E,https://i.ytimg.com/vi/wTXGpZn4-7E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYYdJmqL7eua77Qf7_0y2ome3vZA
20,《长津湖》 完整版本 HD-720p,https://www.youtube.com/watch?v=kvF6AdeURhI,https://i.ytimg.com/vi/kvF6AdeURhI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3cnDrHRuH9lHjh8pzIzR1pLq4EQ
21,batle 长津湖 完整版本 (HD-1080P),https://www.youtube.com/watch?v=7m3wXrsl7DI,https://i.ytimg.com/vi/7m3wXrsl7DI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD46ELtngnNoWmqK8mJIkHgLRbp9w
22,电影《22英里》惊悚动作片 最新电影 中英双字幕,https://www.youtube.com/watch?v=U99PMme7G94,https://i.ytimg.com/vi/U99PMme7G94/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAj4dXFpM2-wuR7J5WCDHtrR_NQ6g
23,[完整版電影] 最美的約定 The Preparation | 母親最真摯的愛，催淚到令人無法想像 | 原創娛樂 Creative Century Ent.,https://www.youtube.com/watch?v=6UCtjTwOi64,https://i.ytimg.com/vi/6UCtjTwOi64/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAUAc4tcSBYM0PFpCrDBlFw6Tdmaw
24,成龙电影movie 🎥( Who Am I? (我是谁) ),https://www.youtube.com/watch?v=Er5zklvo2K4,https://i.ytimg.com/vi/Er5zklvo2K4/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0MOE8RxoikU67cA7D5nPFllDnhA
25,电影 动作电影 《黑白》Mole of Life 2016,https://www.youtube.com/watch?v=PN59NWlyleg,https://i.ytimg.com/vi/PN59NWlyleg/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgPYqf45yzzY1k9-Hhsqmv9bLDXA
26,科幻电影 《天地逃生》 惊悚动作 最新电影  💥 中英字幕,https://www.youtube.com/watch?v=NZmKln-M5o8,https://i.ytimg.com/vi/NZmKln-M5o8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB51uncVM8rTzOaaCiFVhzr49fPag
27,【電影五四三】我們都是愛電影而開始寫電影；看電影看到「不要試著去理解她，而是感受她」的境界！《2021 臺北文學．閱影展》 | XXY Feat. 策展人 楊元鈴,https://www.youtube.com/watch?v=IA4uLAOa0Zk,https://i.ytimg.com/vi/IA4uLAOa0Zk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLK3pZ7FRIIFl6OjKWmpfQb5d7HA
28,batle (長津湖) The Battle at Lake Changjin 电影完整版 zh電影,https://www.youtube.com/watch?v=75-wGr3szbI,https://i.ytimg.com/vi/75-wGr3szbI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5aII2x81WxWQoG2wnfgb3HFtrPg
29,微電影:我們畢業了,https://www.youtube.com/watch?v=55ttmv669sY,https://i.ytimg.com/vi/55ttmv669sY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1ksXxG3HsVX6r0mFmUw5SJ62RGw
30,"电影""#长津湖""反映了#前工业化国家中国与#工业化巅峰的美国一场战役，#美军的逻辑直到今天依然没变，所以#台湾问题#美国绝不会冒险",https://www.youtube.com/watch?v=0uxqbXe8FHc,https://i.ytimg.com/vi/0uxqbXe8FHc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCaoVoFrhry9IuecThp_qYrehaOHQ
31,（中文字幕） 怒火 (2021) 高清电影-完整版在线观看 Sub-english,https://www.youtube.com/watch?v=WrPi6LwCgSs,https://i.ytimg.com/vi/WrPi6LwCgSs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMc0OWEk5I3BhGlT888A7CptKwoQ
32,《长津湖》 「完整版」 [The Battle at Lake Changjin]高清电影[1080P]完整的电影,https://www.youtube.com/watch?v=Q5PSYIMCRrs,https://i.ytimg.com/vi/Q5PSYIMCRrs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcprmRzQhknb-H4QlrqN5__p-yqQ
33,《长津湖》 「完整版」 [Zhang jin hu]高清电影[1080P]完整的电影,https://www.youtube.com/watch?v=EUNNzWwyEZE,https://i.ytimg.com/vi/EUNNzWwyEZE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABUdcb9KkpDGUqQYjUFzUuGmK26A
34,2021臺灣國際聾人電影節【開幕式】,https://www.youtube.com/watch?v=zJf8uopeEcI,https://i.ytimg.com/vi/zJf8uopeEcI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBpXLCxGzW0kQTxIdo2QiT33HywXQ
35,2021台北電影節《四樓的天堂》映後,https://www.youtube.com/watch?v=4eAg-M6FVkg,https://i.ytimg.com/vi/4eAg-M6FVkg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSgG4AEZwA9KeRPlNW8mutyrbujQ
36,《!长津湖!》 完整版 【ZHANG JIN HU】电影 完整版完整版,https://www.youtube.com/watch?v=5eUpSE_1i1k,https://i.ytimg.com/vi/5eUpSE_1i1k/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnIlVS0C0Q5OBZWaUYGRJMryfU7w
37,【怒火·重案 完整版 高清- (2021) 电影 || [Raging Fire] 完整的电影 [1080p’720p]线观看,https://www.youtube.com/watch?v=cdbHEiOboQs,https://i.ytimg.com/vi/cdbHEiOboQs/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUO5Depv-DfXzQaq3g6QBhr7ZdLw
38,电影《长津湖》上映首日票房破2亿；迪拜世博会中国馆正式亮相 |《东方新闻》20211001【东方卫视官方频道】,https://www.youtube.com/watch?v=Tl1LRQYNQQc,https://i.ytimg.com/vi/Tl1LRQYNQQc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxT3XFR4V6xMENfNYdlsc4jgr_CA
39,【三好微電影】陋巷裡的春天,https://www.youtube.com/watch?v=cjcKsUXHbQo,https://i.ytimg.com/vi/cjcKsUXHbQo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCdfmNoLyucoPWTfq9bOYBoDxygag
40,《毒液2：屠杀开始》（电影2021）全高清4K 1080p版▷Venom 2,https://www.youtube.com/watch?v=qPh-Ht4tJXo,https://i.ytimg.com/vi/qPh-Ht4tJXo/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4JLS6BQiQJfcYGAV39otE7gpQiw
41,週五電影夜！底特律變人#1｜玩什麼鬼啦,https://www.youtube.com/watch?v=Ee-MZ6xkqmM,https://i.ytimg.com/vi/Ee-MZ6xkqmM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBTOAIJ1a_uPEoUo3ivALViIlenw
42,【峰爆】線上看| 2021電影| 完整版小鴨,https://www.youtube.com/watch?v=M-20L1Z8RLI,https://i.ytimg.com/vi/M-20L1Z8RLI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaAthWi2-f4wTteoqZaUGmhXhcBw
43,惊悚动作片 电影《轰天复仇》 杰森·斯坦森. 、珍妮弗·洛佩兹 主演 最新电影 💥 欧美大片,https://www.youtube.com/watch?v=dFDlRbwjJCA,https://i.ytimg.com/vi/dFDlRbwjJCA/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCt4TzFceBXUPlPvJ34bwLG2aGkAQ
44,《#最美的承諾》/ The Most Beautiful Commitment 退伍老兵34年踐行替犧牲戰友盡孝諾言（趙岩松 / 吳彥姝 / 張秘） |new movie 2021|最新電影2021,https://www.youtube.com/watch?v=wTXGpZn4-7E,https://i.ytimg.com/vi/wTXGpZn4-7E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYYdJmqL7eua77Qf7_0y2ome3vZA
45,2021最新古装动作电影《镇魔司：西域异兽》高清1080P|最新电影2021|new movie 2021| Movie 2021,https://www.youtube.com/watch?v=AyVw4MrUNS8,https://i.ytimg.com/vi/AyVw4MrUNS8/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDkyuzI2CdoSwJ1OIa92QK6V-lwYA
46,最新懸疑動作電影2021《八卦陰陽師》小仵作算死師的無奈New Movie 2021｜2021最新電影｜國語高清1080P,https://www.youtube.com/watch?v=g-qsYMuCxX8,https://i.ytimg.com/vi/g-qsYMuCxX8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoSViNIILoFl_wGNcJx6OYRl1AVw
47,鬥魚 電影版 2019 最新 電影,https://www.youtube.com/watch?v=ox8bcTaPT-I,https://i.ytimg.com/vi/ox8bcTaPT-I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyvMMVkT2BiW1M_lbt9QGkRyLvsw
48,【摸金爵之卧龙诡阵】摸金战队探秘太阿剑冢，闯机关夺宝藏命悬一线！！ | 动作/冒险 | YOUKU MOVIE | 优酷电影,https://www.youtube.com/watch?v=4vvjpeKvTVI,https://i.ytimg.com/vi/4vvjpeKvTVI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhVSMAx5yAbwbeJ6Bv2a47Hy-hXg
49,最新奇幻動作電影2021｜《天瞳眼》New Movie 2021｜2021最新電影｜國語高清1080P,https://www.youtube.com/watch?v=RlzeYRU3EO4,https://i.ytimg.com/vi/RlzeYRU3EO4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAD3LGcVbx8Q4u10SApwimhP8Cv0w
50,孤胆特工 韩国  高清电影   动作 惊悚 犯罪片 宅大叔元斌守护萝莉 韩国最卖座的电影,https://www.youtube.com/watch?v=3quTuam1sk0,
51,成龙喜剧片 香港电影 📀 王祖贤 邱淑贞 国语,https://www.youtube.com/watch?v=gV0miVEOPJM,
52,电影《手机》高清版 - 范冰冰 葛优 张国立主演【订阅本频道 观看更多精彩】,https://www.youtube.com/watch?v=6uultDJhD0U,
53,2021最新科幻動作電影《神兵特攻》孤膽特工樊少皇燃炸出擊（樊少皇/姜怡伊/王誌鵬）高清1080P | new movie 2021 | 最新電影2021| 最新網絡大電影,https://www.youtube.com/watch?v=rBPXXrjcAyo,
54,香港动作警匪片 【毒戒】高清电影2021#粤语中字,https://www.youtube.com/watch?v=VMK7tAey7BE,
55,2021最新武俠動作電影《鏢行天下》 2021動作片 Action Movie 2021最新電影｜國語高清1080P,https://www.youtube.com/watch?v=Etp1Bl8BAPU,
56,犯罪动作片《盗火线》 美国经典电影 中英字幕,https://www.youtube.com/watch?v=opa-BDrPyrc,
57,【電影】號角響起(四個不平凡的少年)(國語) 吳奇隆 林志穎 金城武 蘇有朋,https://www.youtube.com/watch?v=tORbolzLoLo,
